rq,type,区县,市,sum,最高气温,最低气温,天气
20210627,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,157293281,27℃,23℃,小雨到中雨
20210628,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,162773529,30℃,22℃,晴
20210629,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,163292872,30℃,23℃,晴
20210630,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,163450161,29℃,25℃,多云
20210701,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,164233279,30℃,24℃,阴
20210702,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,172145682,28℃,25℃,小雨
20210703,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,173020962,32℃,25℃,阴转小雨
20210704,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,165714035,28℃,26℃,阴
20210705,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,182193493,34℃,26℃,小雨
20210706,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,186811009,36℃,26℃,阴
20210707,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,194858278,35℃,26℃,阴转小雨
20210708,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,191108072,29℃,25℃,多云
20210709,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,182550421,32℃,25℃,小雨到中雨
20210710,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,182520147,32℃,26℃,小雨到中雨
20210711,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,183086701,36℃,27℃,多云
20210712,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,199392564,36℃,28℃,阴
20210713,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,208357087,36℃,28℃,多云
20210714,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,209915995,36℃,27℃,阴
20210715,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,209112837,35℃,26℃,阴
20210716,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,204908248,32℃,27℃,多云
20210717,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,194613182,30℃,23℃,多云
20210718,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,180152007,31℃,26℃,多云
20210719,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,192876951,31℃,26℃,多云
20210720,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,198540407,32℃,26℃,多云
20210721,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,193318330,33℃,25℃,多云
20210722,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,193267897,32℃,26℃,晴转小雨
20210723,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,191843062,33℃,24℃,阴
20210724,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,177422357,27℃,25℃,阴到小雨
20210725,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,139977417,27℃,25℃,中雨到大雨
20210726,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,131729952,26℃,25℃,阴
20210727,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,161744263,33℃,24℃,阴
20210728,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,178323504,31℃,26℃,阴转小雨
20210729,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,192065904,29℃,21℃,晴
20210730,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,193331423,33℃,23℃,晴
20210731,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,191330528,32℃,25℃,小雨到中雨
20210801,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,180402368,32℃,25℃,多云转小雨
20210802,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,193552798,33℃,26℃,晴
20210803,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,196842729,33℃,23℃,多云
20210804,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,194132246,34℃,25℃,多云
20210805,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,193205683,31℃,26℃,多云
20210806,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,194940383,31℃,23℃,多云
20210807,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,191524685,31℃,25℃,多云
20210808,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,181217281,33℃,22℃,晴
20210809,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,195684316,33℃,23℃,多云转小雨
20210810,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,199330245,32℃,26℃,小雨
20210811,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,191937531,28℃,25℃,小雨到中雨
20210812,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,189618636,30℃,23℃,小雨到中雨
20210813,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,184779039,27℃,25℃,小雨
20210814,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,171521708,25℃,23℃,小雨
20210815,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,159197351,27℃,24℃,小雨到中雨
20210816,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,171780105,28℃,23℃,小雨到中雨
20210817,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,176603856,30℃,22℃,多云
20210818,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,177141966,32℃,23℃,多云
20210819,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,180912258,31℃,24℃,小雨
20210820,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,189255431,32℃,26℃,多云
20210821,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,190548149,30℃,23℃,多云
20210822,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,182051369,33℃,25℃,多云
20210823,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,195991841,35℃,26℃,多云
20210824,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,199818123,34℃,25℃,小雨到中雨
20210825,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,189886164,31℃,25℃,多云
20210826,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,197069677,28℃,19℃,多云
20210827,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,196328254,33℃,25℃,晴
20210828,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,197741940,34℃,26℃,阴
20210829,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,189963500,35℃,26℃,多云
20210830,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,200948283,34℃,25℃,多云
20210831,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,202582507,34℃,25℃,阴转多云
20210901,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,205394823,34℃,26℃,多云
20210902,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,203515038,33℃,25℃,小雨到大雨
20210903,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,194910522,30℃,24℃,小雨
20210904,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,190063461,31℃,26℃,多云
20210905,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,182247784,33℃,26℃,多云
20210906,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,191365482,31℃,26℃,阴
20210907,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,184552157,29℃,23℃,多云
20210908,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,179244187,27℃,25℃,晴
20210909,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,183367490,23℃,19℃,多云
20210910,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,182817667,31℃,24℃,多云
20210911,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,178899987,30℃,24℃,多云
20210912,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,166547110,27℃,23℃,小雨到中雨
20210913,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,162654521,25℃,24℃,小雨到中雨
20210914,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,164202053,25℃,22℃,小雨
20210915,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,166189303,28℃,18℃,多云
20210916,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,167304550,28℃,21℃,阴
20210917,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,164457551,27℃,18℃,晴
20210918,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,165887756,30℃,22℃,晴
20210919,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,164963328,30℃,23℃,晴
20210920,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,160540545,29℃,22℃,多云
20210921,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,133423525,32℃,16℃,晴
20210922,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,160610260,31℃,20℃,晴
20210923,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,172316508,32℃,21℃,多云
20210924,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,169774236,30℃,22℃,多云
20210925,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,159893659,28℃,21℃,阴
20210926,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,154284550,29℃,22℃,晴
20210927,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,158839877,31℃,22℃,晴
20210928,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,161048435,32℃,23℃,晴
20210929,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,154458408,31℃,20℃,晴
20210930,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,137125286,28℃,19℃,晴
20211001,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,111964804,30℃,20℃,晴
20211002,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,113869396,31℃,21℃,晴
20211003,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,121378756,32℃,22℃,晴
20211004,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,140320045,32℃,22℃,晴
20211005,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,147514992,30℃,23℃,多云
20211006,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,152002105,30℃,22℃,小雨
20211007,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,152174633,29℃,23℃,多云
20211008,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,158234429,28℃,23℃,小雨
20211009,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,157749395,30℃,24℃,晴
20211010,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,148199764,29℃,23℃,小雨到中雨
20211011,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,138609799,23℃,20℃,多云
20211012,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,137886591,23℃,21℃,多云
20211013,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,142855873,27℃,23℃,小雨
20211014,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144039406,28℃,23℃,多云
20211015,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,138771559,26℃,18℃,阴
20211016,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,136386834,17℃,13℃,小雨
20211017,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,130145654,17℃,12℃,多云
20211018,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,135623709,18℃,11℃,多云
20211019,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,136803752,18℃,13℃,雾
20211020,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,140644426,14℃,10℃,小雨
20211021,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,142661682,15℃,10℃,雾
20211022,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141742872,18℃,11℃,阴
20211023,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,138970201,20℃,12℃,多云
20211024,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,135807348,22℃,11℃,晴
20211025,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,140275900,21℃,10℃,阴
20211026,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,140569710,21℃,12℃,多云
20211027,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141895746,23℃,13℃,晴
20211028,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,140032941,21℃,13℃,多云
20211029,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,132176702,22℃,12℃,晴
20211030,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,132164615,21℃,11℃,晴
20211031,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,129658232,21℃,13℃,多云
20211101,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,134024219,23℃,12℃,多云
20211102,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,140451893,20℃,12℃,阴
20211103,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141918811,20℃,13℃,多云
20211104,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144131085,21℃,17℃,多云
20211105,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,143879638,20℃,17℃,小雨到中雨
20211106,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,143526212,20℃,16℃,阴
20211107,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,139307138,22℃,6℃,小雨到中雨
20211108,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144366148,8℃,2℃,多云
20211109,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149940905,13℃,6℃,多云
20211110,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,152581218,17℃,5℃,晴
20211111,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153167233,17℃,7℃,多云
20211112,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,152217088,17℃,9℃,多云
20211113,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,151143175,18℃,6℃,多云
20211114,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141720060,19℃,6℃,晴
20211115,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,148290034,19℃,7℃,多云
20211116,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153406980,16℃,5℃,多云
20211117,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,157032119,17℃,12℃,多云
20211118,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,156464338,19℃,11℃,多云
20211119,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153290134,21℃,11℃,多云
20211120,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149844441,20℃,14℃,多云
20211121,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,145032170,17℃,7℃,小雨
20211122,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153393635,11℃,3℃,多云
20211123,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,158330283,9℃,0℃,晴
20211124,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,156612846,15℃,0℃,晴
20211125,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,155849395,16℃,7℃,多云
20211126,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,155389358,13℃,7℃,多云转阴
20211127,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,152808671,17℃,7℃,晴
20211128,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,142399947,17℃,13℃,多云
20211129,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149816200,18℃,11℃,阴
20211130,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,151368270,13℃,1℃,风转晴
20211201,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,151374007,8℃,0℃,多云
20211202,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,155249955,10℃,1℃,晴
20211203,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,163657461,15℃,2℃,多云
20211204,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,162318457,15℃,3℃,多云
20211205,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,151516803,16℃,1℃,晴
20211206,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,160924384,17℃,4℃,晴
20211207,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,161721445,15℃,5℃,多云
20211208,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,169158712,16℃,7℃,多云
20211209,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,166549202,17℃,6℃,晴
20211210,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,188500223,16℃,5℃,晴
20211211,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,156245420,16℃,9℃,晴
20211212,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153612485,8℃,-4℃,多云
20211213,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,157197679,11℃,1℃,晴
20211214,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,168997654,12℃,4℃,晴
20211215,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,158426427,15℃,10℃,小雨
20211216,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,160825746,13℃,4℃,小雨
20211217,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,160323845,11℃,-1℃,晴
20211218,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,161414645,7℃,0℃,晴
20211219,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,152212323,12℃,3℃,晴
20211220,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,158057849,16℃,5℃,多云
20211221,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,161506029,16℃,2℃,多云
20211222,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,159893105,15℃,6℃,多云
20211223,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,157311924,16℃,9℃,晴
20211224,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,162490274,14℃,4℃,多云
20211225,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,171685396,3℃,-1℃,多云
20211226,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,164839869,1℃,-2℃,晴
20211227,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,173903433,3℃,-1℃,多云
20211228,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,184449621,5℃,0℃,多云
20211229,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,170189468,11℃,0℃,雾
20211230,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,167768280,7℃,5℃,多云
20211231,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,161607812,6℃,-4℃,阴
20220101,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,142534915,9℃,2℃,多云
20220102,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,142576584,11℃,1℃,多云
20220103,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,160473602,14℃,2℃,晴
20220104,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,165174736,13℃,5℃,多云
20220105,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,169015088,12℃,6℃,多云
20220106,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,171228677,10℃,3℃,阴
20220107,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,166486418,10℃,0℃,阴
20220108,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,166337983,9℃,5℃,阴
20220109,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,162184613,8℃,2℃,多云
20220110,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,168135970,9℃,3℃,阴
20220111,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,165323841,7℃,-2℃,晴
20220112,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,164876917,8℃,0℃,晴
20220113,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,169697206,6℃,0℃,晴转多云
20220114,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,168825032,6℃,0℃,多云
20220115,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,159373047,11℃,2℃,阴
20220116,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149304582,5℃,-2℃,多云
20220117,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,152268313,10℃,3℃,多云
20220118,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149098757,12℃,3℃,晴
20220119,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,143089973,10℃,3℃,晴
20220120,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141289119,9℃,4℃,多云
20220121,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,137369998,9℃,4℃,阴
20220122,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,129950028,10℃,8℃,多云
20220123,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,121290163,3℃,-2℃,阴
20220124,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,120354960,9℃,4℃,阴
20220125,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,114983291,8℃,5℃,阴
20220126,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,112102728,7℃,6℃,小雨
20220127,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,108408625,6℃,1℃,多云
20220128,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,105424469,3℃,-2℃,阴
20220129,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,103667842,5℃,-2℃,多云
20220130,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,97103887,8℃,0℃,晴
20220131,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,89039922,8℃,1℃,多云
20220201,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,84312013,8℃,2℃,多云
20220202,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,88131066,3℃,1℃,小雨
20220203,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,89011473,5℃,0℃,小雨
20220204,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,88623919,7℃,0℃,晴
20220205,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,90187345,7℃,-2℃,多云
20220206,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,94301433,5℃,2℃,多云
20220207,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,106562227,4℃,2℃,大雨
20220208,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,114863790,7℃,2℃,雾
20220209,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,125068060,5℃,3℃,小雨
20220210,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,132513816,6℃,3℃,小雨
20220211,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141602784,7℃,5℃,小雨
20220212,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,143977089,7℃,5℃,雾
20220213,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,142852055,7℃,1℃,小雨
20220214,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144069355,11℃,3℃,多云
20220215,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,154659892,7℃,2℃,雾
20220216,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,160220922,8℃,2℃,多云
20220217,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,169677677,4℃,1℃,阴
20220218,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,172451530,6℃,2℃,小雨
20220219,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,173468595,5℃,-1℃,雾
20220220,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,161869936,5℃,-2℃,多云
20220221,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,167108589,8℃,0℃,多云
20220222,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,174296554,8℃,1℃,阴
20220223,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,174414381,8℃,-1℃,阴
20220224,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,169063595,9℃,0℃,多云
20220225,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,166839293,11℃,3℃,多云
20220226,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,159632862,17℃,3℃,多云
20220227,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149681369,14℃,7℃,多云
20220228,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,152462381,22℃,12℃,阴
20220301,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,154543739,17℃,7℃,阴
20220302,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,155449193,16℃,5℃,晴
20220303,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,155565321,17℃,9℃,晴
20220304,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,157284809,15℃,7℃,晴
20220305,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,152143226,9℃,4℃,晴转阴
20220306,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,150290333,11℃,4℃,阴
20220307,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,155154989,18℃,3℃,晴
20220308,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,154999932,20℃,7℃,晴
20220309,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,154191668,23℃,9℃,晴
20220310,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,156211880,20℃,11℃,多云
20220311,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153814087,24℃,11℃,晴
20220312,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,150495475,26℃,16℃,多云
20220313,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144388571,25℃,13℃,多云
20220314,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,147844880,28℃,10℃,阴
20220315,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144846850,20℃,11℃,晴
20220316,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,146441794,27℃,17℃,多云
20220317,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,151635461,19℃,8℃,阴到中雨
20220318,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,151931634,13℃,7℃,阴
20220319,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,148587969,15℃,8℃,多云
20220320,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144749125,16℃,7℃,多云
20220321,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153792020,9℃,7℃,小雨
20220322,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,157271555,9℃,6℃,小雨
20220323,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,148692593,14℃,6℃,多云
20220324,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,145538019,16℃,10℃,多云
20220325,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153203399,19℃,13℃,小雨到中雨
20220326,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149789525,18℃,12℃,阴
20220327,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,146285644,16℃,9℃,多云
20220328,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153425311,15℃,6℃,多云
20220329,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,147926217,18℃,9℃,多云
20220330,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144673484,22℃,12℃,多云
20220331,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,146991356,14℃,8℃,多云
20220401,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,148581963,12℃,3℃,多云
20220402,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144339868,16℃,9℃,晴
20220403,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,133067459,17℃,5℃,晴
20220404,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,117470646,17℃,9℃,多云
20220405,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,106844831,16℃,8℃,多云
20220406,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,111436468,24℃,8℃,多云
20220407,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,114574388,26℃,11℃,晴
20220408,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,114983746,26℃,12℃,晴
20220409,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,112944608,25℃,12℃,多云
